Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,TotalPerformance
429,female,group B,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,> 10,80,80,80,medium
430,female,group D,some college,free/reduced,none,,sometimes,yes,,private,> 10,28,40,49,low
431,female,group D,some high school,standard,completed,married,sometimes,yes,1.0,private,,69,76,82,medium
432,female,group E,high school,standard,none,single,regularly,no,3.0,private,5 - 10,48,43,44,low
433,female,group B,high school,standard,none,single,sometimes,yes,4.0,private,< 5,58,77,68,low
434,male,group D,high school,standard,none,single,never,no,1.0,private,> 10,55,41,36,low
435,female,group B,associate's degree,standard,completed,single,regularly,yes,1.0,school_bus,< 5,77,89,96,high
436,female,group B,high school,free/reduced,none,single,regularly,yes,1.0,school_bus,5 - 10,65,82,78,medium
437,male,group E,some college,standard,none,married,never,no,2.0,school_bus,5 - 10,88,85,79,medium
438,female,group D,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,> 10,60,64,64,low
439,male,group E,associate's degree,standard,none,married,never,yes,3.0,school_bus,5 - 10,82,80,80,medium
440,female,group E,some college,free/reduced,completed,married,regularly,yes,2.0,school_bus,5 - 10,43,43,44,low
441,female,group C,associate's degree,standard,none,married,sometimes,no,1.0,private,< 5,79,81,82,medium
442,male,group D,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,36,36,37,low
443,female,group E,some high school,standard,completed,single,sometimes,yes,3.0,,5 - 10,95,92,91,high
444,male,group C,some high school,standard,none,single,sometimes,no,2.0,school_bus,< 5,72,62,56,low
445,female,group A,associate's degree,standard,none,single,regularly,yes,7.0,,5 - 10,61,63,66,low
446,female,group D,high school,standard,,widowed,sometimes,yes,2.0,school_bus,> 10,78,79,86,medium
447,male,group E,some college,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10,76,72,72,medium
448,male,group D,some college,free/reduced,completed,married,sometimes,no,2.0,school_bus,5 - 10,68,70,62,low
449,female,group D,,standard,none,single,sometimes,yes,3.0,private,< 5,56,53,63,low
450,male,group D,bachelor's degree,standard,completed,married,,yes,3.0,school_bus,5 - 10,90,90,87,high
451,female,group D,some college,standard,completed,single,sometimes,no,3.0,,5 - 10,74,88,89,medium
452,female,group D,bachelor's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,55,74,73,low
454,male,group B,some high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,47,41,40,low
455,female,group D,bachelor's degree,standard,completed,married,never,no,1.0,private,,61,76,77,medium
457,male,group C,high school,standard,,single,sometimes,yes,,private,> 10,83,93,83,high
458,male,group D,some college,standard,completed,married,regularly,no,3.0,private,,89,78,78,medium
459,male,group C,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,75,70,73,medium
460,male,group C,high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,69,70,57,low
461,male,group C,associate's degree,free/reduced,none,divorced,regularly,yes,1.0,private,> 10,78,66,64,low
462,female,group D,high school,standard,none,married,sometimes,no,2.0,private,< 5,80,88,89,high
463,male,group E,some college,free/reduced,,married,never,yes,1.0,school_bus,< 5,49,48,43,low
464,male,group A,high school,standard,completed,divorced,regularly,yes,1.0,private,,55,50,49,low
465,female,group C,some college,free/reduced,completed,single,never,,0.0,school_bus,5 - 10,44,65,62,low
466,female,group D,some college,free/reduced,completed,married,sometimes,yes,2.0,private,< 5,39,59,64,low
467,female,group D,associate's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,60,74,75,medium
468,male,group D,some college,free/reduced,none,divorced,regularly,yes,0.0,private,> 10,47,48,48,low
470,male,group A,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,72,72,62,low
471,female,group D,high school,free/reduced,completed,married,regularly,yes,1.0,private,> 10,39,57,58,low
472,female,group C,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,36,49,41,low
473,female,group B,master's degree,standard,none,married,,no,3.0,school_bus,5 - 10,63,69,67,low
474,male,group E,some college,free/reduced,none,married,,no,1.0,school_bus,> 10,72,59,55,low
475,female,group D,high school,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,59,62,63,low
476,male,group C,some college,standard,none,single,regularly,yes,1.0,school_bus,< 5,67,63,62,low
477,female,group C,some college,free/reduced,none,married,sometimes,no,3.0,private,5 - 10,54,64,62,low
478,male,,some college,free/reduced,completed,single,never,no,1.0,school_bus,< 5,66,79,75,medium
479,male,group D,high school,free/reduced,completed,married,regularly,no,1.0,school_bus,> 10,81,76,70,medium
480,female,,some college,standard,completed,married,never,yes,1.0,private,< 5,64,76,83,medium
481,female,group C,bachelor's degree,standard,completed,divorced,sometimes,yes,3.0,school_bus,5 - 10,53,71,66,low
482,female,group B,some high school,free/reduced,completed,married,sometimes,yes,3.0,private,5 - 10,44,52,57,low
483,female,group D,some college,free/reduced,none,divorced,sometimes,yes,1.0,private,,63,68,74,low
484,male,group A,some college,free/reduced,none,married,regularly,no,2.0,private,> 10,51,49,47,low
485,male,group C,bachelor's degree,standard,none,single,sometimes,yes,0.0,private,5 - 10,73,76,70,medium
486,female,group E,bachelor's degree,standard,completed,single,regularly,no,3.0,school_bus,< 5,89,86,93,high
487,female,group C,high school,standard,none,married,regularly,no,3.0,private,> 10,61,75,70,low
488,female,group A,some college,standard,none,married,sometimes,no,1.0,private,> 10,78,88,90,medium
489,male,,master's degree,standard,none,married,regularly,no,2.0,school_bus,5 - 10,89,80,80,medium
490,female,group D,some high school,free/reduced,completed,married,sometimes,yes,6.0,,< 5,74,81,84,medium
491,female,group D,associate's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,91,100,100,high
492,male,,some high school,free/reduced,completed,single,sometimes,yes,4.0,,5 - 10,36,33,38,low
493,male,group C,,standard,none,married,regularly,yes,1.0,private,5 - 10,56,58,55,low
494,female,group C,some college,standard,completed,married,sometimes,no,1.0,,,56,75,68,low
495,male,group B,bachelor's degree,standard,none,single,never,no,4.0,school_bus,5 - 10,53,46,39,low
496,female,group C,high school,free/reduced,none,divorced,regularly,yes,1.0,,> 10,50,54,52,low
497,female,group D,some college,free/reduced,none,divorced,regularly,yes,2.0,private,> 10,55,65,64,low
499,male,group B,some high school,free/reduced,completed,divorced,sometimes,no,1.0,school_bus,5 - 10,54,55,52,low
500,male,group C,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,80,84,71,medium
501,male,group B,high school,standard,completed,divorced,regularly,,3.0,school_bus,5 - 10,63,64,62,low
502,female,group E,some college,free/reduced,completed,married,regularly,yes,0.0,school_bus,< 5,69,76,75,medium
503,female,group B,high school,standard,none,married,sometimes,yes,,private,< 5,55,65,60,low
504,female,group E,some college,free/reduced,completed,married,sometimes,,1.0,,< 5,46,64,64,low
505,male,,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,45,44,44,low
506,female,group B,high school,free/reduced,none,single,sometimes,no,2.0,private,5 - 10,62,72,58,low
507,male,group A,high school,standard,none,married,regularly,yes,4.0,,< 5,70,66,66,low
508,male,group E,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,54,44,43,low
513,male,group E,some college,standard,completed,married,regularly,no,3.0,school_bus,> 10,65,59,57,low
514,male,group D,associate's degree,standard,none,married,sometimes,yes,4.0,school_bus,< 5,46,45,42,low
515,female,group E,some college,standard,none,single,sometimes,yes,4.0,private,< 5,64,66,67,low
516,female,group C,some high school,standard,none,single,sometimes,no,4.0,school_bus,< 5,68,71,74,medium
517,male,group D,high school,standard,none,married,regularly,no,2.0,school_bus,> 10,66,59,62,low
518,female,group B,associate's degree,free/reduced,completed,divorced,sometimes,yes,0.0,private,> 10,62,58,65,low
519,male,group C,high school,standard,none,married,sometimes,no,2.0,private,5 - 10,86,90,82,high
520,female,group E,some college,free/reduced,none,married,sometimes,no,3.0,private,5 - 10,59,61,65,low
521,male,group D,associate's degree,standard,none,married,sometimes,no,5.0,private,5 - 10,70,65,57,low
522,female,group C,some college,standard,completed,divorced,regularly,yes,0.0,school_bus,5 - 10,53,60,70,low
523,female,group B,some college,free/reduced,none,married,sometimes,yes,,,5 - 10,37,35,39,low
524,female,group E,high school,free/reduced,none,single,never,yes,0.0,,5 - 10,65,80,75,medium
525,male,group B,,standard,none,married,regularly,yes,1.0,,5 - 10,75,81,77,medium
526,male,group B,bachelor's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,75,68,67,medium
527,female,group B,some high school,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,70,79,79,medium
528,female,group C,high school,standard,none,divorced,sometimes,no,,private,< 5,62,65,69,low
529,male,group E,,free/reduced,none,single,sometimes,yes,2.0,,5 - 10,53,54,51,low
530,female,group D,bachelor's degree,standard,none,married,never,yes,2.0,private,5 - 10,40,49,51,low
531,female,group D,high school,standard,none,married,sometimes,yes,0.0,school_bus,< 5,64,85,75,medium
532,female,group E,bachelor's degree,standard,completed,married,regularly,yes,7.0,,> 10,99,100,100,high
533,male,group A,some college,free/reduced,completed,single,sometimes,yes,1.0,private,5 - 10,67,68,61,low
534,female,group D,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,79,91,97,high
535,female,group E,,standard,none,single,regularly,yes,2.0,private,5 - 10,81,71,71,medium
536,male,group D,some high school,standard,none,divorced,regularly,yes,2.0,private,< 5,67,69,66,low
537,female,group C,some college,standard,none,married,regularly,no,1.0,school_bus,> 10,65,74,74,medium
538,male,group A,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,100,90,91,high
539,male,group D,bachelor's degree,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,99,96,92,high
540,female,group C,associate's degree,standard,none,single,never,yes,3.0,school_bus,5 - 10,72,82,77,medium
541,female,,,standard,none,single,sometimes,yes,5.0,school_bus,5 - 10,61,63,57,low
542,female,group C,high school,standard,none,married,sometimes,yes,3.0,private,5 - 10,67,73,70,medium
543,female,group D,some college,free/reduced,,married,regularly,yes,1.0,private,< 5,39,53,59,low
544,female,group C,,free/reduced,none,single,never,yes,4.0,,> 10,70,66,70,low
545,female,group C,high school,free/reduced,completed,single,never,yes,2.0,school_bus,5 - 10,79,81,81,medium
546,female,group B,some high school,standard,none,married,regularly,no,5.0,private,5 - 10,38,62,57,low
547,male,group C,high school,standard,completed,widowed,sometimes,no,1.0,school_bus,5 - 10,68,61,55,low
548,female,group C,master's degree,free/reduced,completed,married,regularly,no,3.0,school_bus,< 5,63,71,72,low
549,male,,high school,standard,none,,regularly,yes,1.0,private,5 - 10,88,87,87,high
550,male,group E,some college,free/reduced,none,divorced,sometimes,yes,1.0,,> 10,88,79,76,medium
552,female,group D,high school,standard,completed,single,regularly,yes,1.0,school_bus,> 10,96,97,100,high
553,male,group B,associate's degree,free/reduced,none,married,never,no,7.0,,,49,53,46,low
554,male,group E,high school,free/reduced,none,,sometimes,no,1.0,private,> 10,51,48,46,low
555,female,group E,some high school,free/reduced,none,single,regularly,no,2.0,school_bus,5 - 10,52,64,62,low
556,female,group E,some high school,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,67,66,59,low
557,male,group D,associate's degree,standard,completed,married,sometimes,no,5.0,private,5 - 10,99,100,90,high
558,male,group C,some college,standard,completed,divorced,sometimes,yes,3.0,private,< 5,83,81,77,medium
559,male,group D,high school,free/reduced,,married,sometimes,yes,0.0,private,5 - 10,72,68,63,low
560,female,group D,some college,standard,none,married,sometimes,no,4.0,school_bus,< 5,64,66,72,low
561,male,group D,high school,free/reduced,none,married,regularly,no,4.0,,< 5,70,57,57,low
562,male,group D,some high school,free/reduced,completed,single,sometimes,yes,2.0,school_bus,5 - 10,58,59,54,low
563,male,group B,some high school,standard,completed,divorced,sometimes,no,2.0,private,5 - 10,58,59,54,low
564,female,group E,bachelor's degree,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10,100,91,95,high
565,male,group D,associate's degree,standard,none,,never,yes,4.0,school_bus,< 5,47,35,35,low
566,female,group C,some college,standard,,single,sometimes,no,3.0,school_bus,5 - 10,50,58,58,low
567,male,group C,high school,standard,completed,single,regularly,yes,3.0,school_bus,< 5,72,75,74,medium
568,male,group B,some college,standard,none,married,sometimes,yes,1.0,,> 10,76,62,69,low
569,female,group B,associate's degree,standard,completed,married,never,yes,0.0,private,< 5,82,97,87,high
570,female,group E,high school,free/reduced,none,married,regularly,,3.0,private,> 10,50,56,51,low
571,female,group B,some high school,standard,completed,single,sometimes,yes,3.0,private,5 - 10,53,67,67,low
572,male,group B,associate's degree,standard,completed,divorced,sometimes,yes,4.0,school_bus,5 - 10,63,60,55,low
573,female,group D,master's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,74,91,84,medium
574,female,group C,associate's degree,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,64,73,71,low
575,male,group D,some college,standard,completed,divorced,never,no,2.0,private,< 5,79,83,84,medium
576,female,group C,high school,standard,completed,single,regularly,no,2.0,school_bus,5 - 10,72,86,87,medium
577,male,group C,some high school,free/reduced,none,married,sometimes,,,private,5 - 10,49,58,54,low
578,female,group C,some high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,64,71,69,low
579,male,group D,associate's degree,standard,none,married,sometimes,yes,0.0,private,> 10,84,78,77,medium
580,male,group C,some high school,free/reduced,none,divorced,regularly,no,,private,5 - 10,75,69,66,medium
581,female,group C,bachelor's degree,standard,completed,single,sometimes,no,3.0,school_bus,< 5,78,97,98,high
